CustomerID,FirstName,LastName,Email,Phone,Address,City,State,Country,LoyaltyTier,SignupDate,LastModifiedDate,IsActive
16955,Thomas,Munoz,amy38@example.org,713-878-8575x0092,9030 Martinez Route Apt. 110,Shannonchester,Washington,United Kingdom,Platinum,2022-07-09,2026-07-04 18:27:32.761211,True
15719,Terri,Weber,ohunt@example.net,+1-679-408-4216,961 Christian Cape Apt. 580,Barnesberg,Arkansas,United Kingdom,Gold,2019-08-11,2026-07-04 18:27:32.761644,True
12490,Amy,Stokes,carlsonalyssa@example.org,672-648-9567x02529,33346 Mccormick Crossroad Suite 457,Glennfort,Kansas,United Kingdom,Gold,2018-12-18,2026-07-04 18:27:32.762068,True
15793,Sharon,Horn,tina83@example.org,001-427-282-4362x9845,329 Rollins Mountain,Catherineshire,Mississippi,United Kingdom,Bronze,2025-02-26,2026-07-04 18:27:32.762453,True
17056,Diamond,Carroll,davidrivera@example.org,354-309-9590,77434 Nicole Motorway,Deborahborough,Rhode Island,United Kingdom,Silver,2016-11-17,2026-07-04 18:27:32.763267,True
13526,Andrea,Mcmillan,kjohnson@example.com,001-352-270-9205,1542 Erin Route Suite 926,Jessechester,Delaware,United Kingdom,Silver,2021-10-16,2026-07-04 18:27:32.764296,True
14654,Steven,Reed,robert42@example.net,784.334.9660,76605 Nicholas Ford Suite 419,New Ronnie,New Hampshire,United Kingdom,Platinum,2023-11-05,2026-07-04 18:27:32.764694,True
17998,John,Jackson,russell55@example.org,001-634-422-6782x268,9851 Daniel Harbors Suite 719,North Meganstad,Maryland,United Kingdom,Platinum,2019-01-16,2026-07-04 18:27:32.765066,True
17742,Joshua,Peterson,hburke@example.org,(590)937-9866x81013,4098 Dunlap Roads Suite 006,South Kimberlyshire,New York,United Kingdom,Silver,2020-12-31,2026-07-04 18:27:32.765503,True
15326,Charles,Mccall,ginamata@example.com,(275)787-8728,30864 Ashley Knolls,South Elizabethberg,Delaware,United Kingdom,Bronze,2023-11-04,2026-07-04 18:27:32.765892,True
14478,Jenny,Oliver,fwilliams@example.org,718-280-9994x7889,309 Robert Pine Suite 329,Port Matthew,New Mexico,United Kingdom,Silver,2020-10-10,2026-07-04 18:27:32.766506,True
15005,Nicole,Wright,brett03@example.com,(267)298-8668x1555,87927 Mark Burg,South Veronica,Maine,United Kingdom,Gold,2025-09-07,2026-07-04 18:27:32.766842,True
15967,John,Davis,kylecooper@example.org,001-870-986-8046,76588 Smith Dale Suite 391,Lake Benjaminfort,North Carolina,United Kingdom,Platinum,2021-12-13,2026-07-04 18:27:32.767273,True
17611,Bryan,Campbell,barnesvictoria@example.com,576.336.5799x753,430 Andrew Burgs,West Shawnville,Arizona,United Kingdom,Platinum,2024-06-07,2026-07-04 18:27:32.767676,True
15051,John,Collier,agordon@example.com,+1-384-873-7703x31190,262 Pamela Pass Apt. 185,Courtneymouth,Minnesota,United Kingdom,Gold,2022-12-14,2026-07-04 18:27:32.768022,True
13097,Robert,Ray,zcharles@example.org,(383)690-5238x9348,96289 Jason Summit,West Sara,Tennessee,United Kingdom,Silver,2021-06-23,2026-07-04 18:27:32.768368,True
13590,Michael,Todd,becky34@example.com,(917)762-1105x4012,0249 Howard Drive Apt. 805,Hillview,Hawaii,United Kingdom,Bronze,2019-09-11,2026-07-04 18:27:32.768735,True
14030,Nicholas,Ford,tinaturner@example.org,(863)890-3902x57125,863 Natalie Walk Suite 587,New Timothy,Oklahoma,United Kingdom,Silver,2021-04-23,2026-07-04 18:27:32.769128,True
15984,Teresa,Rosales,royandrew@example.com,842.638.4591x1769,3087 Cox Rest,Port Sydneystad,Minnesota,United Kingdom,Bronze,2021-10-10,2026-07-04 18:27:32.769531,True
17091,Charles,Frazier,xcampbell@example.org,(874)322-2356x51873,56553 White Parks,New Jasmineburgh,New Mexico,United Kingdom,Platinum,2016-08-18,2026-07-04 18:27:32.769890,True
16887,Joshua,Oliver,aguilarandrew@example.com,(296)969-7782,77273 Stuart Haven Apt. 869,Teresahaven,Oklahoma,United Kingdom,Bronze,2023-01-05,2026-07-04 18:27:32.770347,True
12921,Lance,Smith,mhill@example.net,001-641-204-5952x4068,413 Lauren Tunnel Suite 074,Munozmouth,South Dakota,United Kingdom,Platinum,2026-01-23,2026-07-04 18:27:32.770710,True
14621,Pam,Shaw,harrybest@example.org,352.589.2846,325 Jack Ramp,Port Heather,Arizona,United Kingdom,Bronze,2019-06-27,2026-07-04 18:27:32.771096,True
14543,Andrew,Acosta,phenson@example.org,001-695-963-6217x46811,03525 Obrien Orchard Suite 530,New William,Nevada,United Kingdom,Silver,2018-06-03,2026-07-04 18:27:32.771518,True
15945,Patrick,Martinez,klopez@example.org,001-747-747-0613x79028,18605 Jose Light,Lake Tamaraview,Vermont,United Kingdom,Platinum,2022-02-04,2026-07-04 18:27:32.771863,True
18037,Lisa,Smith,bradley84@example.com,(782)253-4296x9767,20116 Tiffany Pines,Jerryberg,California,United Kingdom,Platinum,2025-10-02,2026-07-04 18:27:32.772189,True
15662,Joshua,Robinson,jarnold@example.org,+1-227-764-0518x127,94134 Cowan Center Apt. 806,Karenberg,Delaware,United Kingdom,Bronze,2021-07-07,2026-07-04 18:27:32.772597,True
15380,Mitchell,Moore,suarezdaniel@example.com,001-937-421-4736x9871,5511 Sarah Trail Apt. 356,East Richardside,Kansas,United Kingdom,Bronze,2020-09-28,2026-07-04 18:27:32.772990,True
16422,Ashley,George,evelynthornton@example.net,001-478-667-1581x4709,98036 Collins Crest Apt. 352,East Stephenborough,South Dakota,United Kingdom,Gold,2022-03-19,2026-07-04 18:27:32.773421,True
13711,Sarah,Monroe,brandonwilliams@example.org,7965397172,778 George Forks Suite 907,Rebeccaport,Hawaii,United Kingdom,Gold,2025-06-14,2026-07-04 18:27:32.773826,True
16150,William,Brady,martin01@example.org,642.744.5758x212,78164 Frederick Courts Suite 153,New James,South Dakota,United Kingdom,Platinum,2024-02-16,2026-07-04 18:27:32.774158,True
13110,Heather,Reyes,alyssa84@example.net,001-299-819-8487,73815 Jackie Streets,Angelaview,Tennessee,United Kingdom,Gold,2023-08-21,2026-07-04 18:27:32.774578,True
12836,Jeffery,Payne,stephennelson@example.net,970-845-3001x9327,343 Seth Stream Apt. 929,Adamsburgh,Montana,United Kingdom,Silver,2025-03-07,2026-07-04 18:27:32.774995,True
18287,Brenda,Wyatt,smithashley@example.net,926-376-0448x31628,45454 Jessica Cape,Lake Josebury,New Jersey,United Kingdom,Gold,2020-02-25,2026-07-04 18:27:32.775397,True
15254,Elizabeth,Green,chris61@example.net,+1-612-362-7893x05991,19417 Felicia Keys,New Henry,Oregon,United Kingdom,Gold,2017-05-27,2026-07-04 18:27:32.775714,True
16620,Teresa,Hale,gtucker@example.com,215.883.4911,38366 Debra Run Suite 936,Brownbury,Mississippi,United Kingdom,Gold,2020-03-12,2026-07-04 18:27:32.776075,True
12758,Thomas,Blair,suttondylan@example.net,3056186535,619 Francisco Shore,South Joshua,North Dakota,United Kingdom,Gold,2025-10-18,2026-07-04 18:27:32.776503,True
14558,Alicia,Nelson,ihaynes@example.net,9618958954,197 Harris Parkway Suite 829,Lonnieberg,South Dakota,United Kingdom,Gold,2024-11-25,2026-07-04 18:27:32.776868,True
17961,Michael,Carter,linda02@example.net,917-716-6779,501 Dillon Ways,Port Joshuaton,Alaska,United Kingdom,Gold,2017-06-13,2026-07-04 18:27:32.777216,True
17485,Melissa,Reed,mjacobs@example.org,001-632-422-0083x74621,34844 Samuel View,Port Amberland,Alaska,United Kingdom,Bronze,2020-12-19,2026-07-04 18:27:32.777567,True
15601,Richard,Nelson,suzanne06@example.com,963.386.8008x7458,434 Stanley Road,Timothyfurt,Wisconsin,United Kingdom,Gold,2026-01-31,2026-07-04 18:27:32.777908,True
13585,Mario,Long,qrussell@example.org,2749715547,47271 Hall Club,Harrisland,North Carolina,United Kingdom,Bronze,2024-01-23,2026-07-04 18:27:32.778324,True
13442,Nancy,Phillips,leejames@example.net,(398)651-3086x01568,912 Olsen Tunnel Apt. 225,Kevinborough,Louisiana,United Kingdom,Silver,2018-06-29,2026-07-04 18:27:32.778744,True
13381,Brian,Cox,jblanchard@example.org,001-956-843-4238x2797,11797 Lloyd Crossing,Gonzaleschester,Virginia,United Kingdom,Silver,2024-08-03,2026-07-04 18:27:32.779154,True
16763,Ashley,Moreno,williamskevin@example.net,(642)239-8342x8882,8373 Andrea Alley,Grahamtown,Kansas,United Kingdom,Silver,2018-05-03,2026-07-04 18:27:32.779584,True
17345,Allison,Marshall,zbarrett@example.net,635.273.4842,70337 Guzman Stream Suite 526,East Angel,Ohio,United Kingdom,Gold,2017-01-10,2026-07-04 18:27:32.779947,True
17243,Shelly,Mcdaniel,micheleerickson@example.org,+1-303-218-5460,826 William Mountain Suite 767,Sanderston,Idaho,United Kingdom,Bronze,2016-08-27,2026-07-04 18:27:32.780526,True
14865,Frances,Jones,leviburns@example.com,602.724.9571x07809,7929 Anita Port,Port Edwardside,Mississippi,United Kingdom,Bronze,2021-11-28,2026-07-04 18:27:32.781005,True
13819,Scott,Velazquez,ugallagher@example.org,(294)910-3723x9261,3530 Diana Valley,West Leslie,Nebraska,United Kingdom,Bronze,2016-12-06,2026-07-04 18:27:32.781352,True
15750,Stanley,Hall,fsmith@example.com,584-485-6398,60039 Elizabeth Light,Gravesmouth,Louisiana,United Kingdom,Platinum,2023-10-27,2026-07-04 18:27:32.781718,True
15808,Lisa,Lyons,andersonmicheal@example.com,(347)573-1412x23557,9977 Morris Plaza,Danielland,Oklahoma,United Kingdom,Platinum,2022-12-28,2026-07-04 18:27:32.782154,True
17191,Alyssa,Sosa,ilopez@example.net,8537057671,788 Bruce Hollow Apt. 758,Williamberg,Nevada,United Kingdom,Gold,2020-04-16,2026-07-04 18:27:32.782623,True
13748,Terri,Paul,yorkjeffrey@example.org,+1-264-503-3779x41848,8336 Joanna Squares Apt. 488,Gonzalezchester,South Dakota,United Kingdom,Platinum,2018-11-16,2026-07-04 18:27:32.783041,True
15265,Connie,Myers,collinsbrandon@example.com,(927)592-4469x577,292 Gonzalez Pass,Sydneyberg,Tennessee,United Kingdom,Bronze,2023-06-21,2026-07-04 18:27:32.783444,True
17428,Amber,Barrett,matthew05@example.org,001-618-570-9760x5354,189 Sanders Route Apt. 374,Lake Kevinstad,Delaware,United Kingdom,Bronze,2019-04-06,2026-07-04 18:27:32.783795,True
15485,Patrick,Pena,holtwilliam@example.org,384-255-2448,1177 Carr Mountain,Phillipsville,Alaska,United Kingdom,Bronze,2020-04-10,2026-07-04 18:27:32.784228,True
17246,Andrew,Cook,sbarr@example.com,001-853-952-9577x38494,82511 Bates Throughway Suite 466,Lake Jason,North Dakota,United Kingdom,Gold,2021-04-22,2026-07-04 18:27:32.784602,True
14061,John,Phillips,gregory27@example.net,592.673.6501x243,194 Ramirez Shores,Richardport,South Dakota,United Kingdom,Bronze,2025-07-22,2026-07-04 18:27:32.784945,True
14108,Christopher,Lawson,ellennguyen@example.net,001-792-958-5740x9500,888 Crystal Points Apt. 990,West Howardton,California,United Kingdom,Bronze,2021-05-19,2026-07-04 18:27:32.785391,True
13648,Jessica,Francis,kenneth46@example.com,6702115593,41573 Charles Avenue Apt. 262,West Michaeltown,South Carolina,United Kingdom,Silver,2025-01-26,2026-07-04 18:27:32.785723,True
16563,Linda,Baldwin,garrett83@example.org,(566)829-1533x4299,6124 Gross Radial,Beckhaven,Oklahoma,United Kingdom,Platinum,2026-05-31,2026-07-04 18:27:32.786092,True
16701,Sharon,Short,shellyrogers@example.com,(340)549-9613x23463,14309 Lawson Mills Suite 411,Rossview,Oregon,United Kingdom,Platinum,2023-12-08,2026-07-04 18:27:32.786521,True
12842,Morgan,Snyder,scottfisher@example.com,517-949-4813,681 Danielle Valley Suite 049,Lake Amberstad,Montana,United Kingdom,Gold,2018-05-27,2026-07-04 18:27:32.786909,True
14302,Joseph,Stone,laurenjennings@example.org,+1-911-446-2293x782,75667 Kevin Way Apt. 086,New Steven,Georgia,United Kingdom,Gold,2022-03-01,2026-07-04 18:27:32.787295,True
14135,Kevin,Adams,phillipsrichard@example.net,+1-445-988-6791x9890,98486 Warner Corners,Donnaberg,Mississippi,United Kingdom,Silver,2020-06-21,2026-07-04 18:27:32.787696,True
14831,Mary,Sullivan,lwilliamson@example.net,001-962-815-7463x1908,51920 Johnston Village,Robertshaven,Montana,United Kingdom,Gold,2026-03-07,2026-07-04 18:27:32.788089,True
15602,Caleb,Reid,kellyjackson@example.net,(331)242-4910,42826 Johnson Dam,North Fred,Nevada,United Kingdom,Silver,2020-02-22,2026-07-04 18:27:32.788489,True
13777,Lisa,York,qtaylor@example.org,+1-885-427-7765x6730,3887 Smith Glens Apt. 738,Lake Albert,Utah,United Kingdom,Bronze,2016-12-22,2026-07-04 18:27:32.788854,True
14000,Pamela,Wilson,mooneybrianna@example.net,001-243-957-1739,46439 Yvette Cape Apt. 879,West Michael,Idaho,United Kingdom,Bronze,2024-08-05,2026-07-04 18:27:32.789241,True
16823,Meagan,Griffin,colemanadam@example.org,9074986139,4527 William Ramp Apt. 177,Angelfurt,Utah,United Kingdom,Platinum,2021-06-29,2026-07-04 18:27:32.789644,True
16163,Christine,Jones,hdouglas@example.com,(316)860-9314x98362,61942 Zachary Mill,Tammyfort,Vermont,United Kingdom,Gold,2022-09-03,2026-07-04 18:27:32.789992,True
17193,Kathryn,Weiss,hortonmatthew@example.net,+1-245-762-6908x272,4307 Odonnell Underpass Apt. 659,South Anthonyhaven,Montana,United Kingdom,Gold,2019-12-25,2026-07-04 18:27:32.790404,True
15759,Stephanie,Anderson,conwaycandice@example.org,530.243.1965x4611,9232 Armstrong Ridge,Lake Sara,Florida,United Kingdom,Gold,2023-10-25,2026-07-04 18:27:32.790811,True
16131,Mary,Williams,bhogan@example.org,(852)684-7147,51597 Rowe Burg,New Williamville,Massachusetts,United Kingdom,Gold,2020-04-20,2026-07-04 18:27:32.791170,True
14560,Donna,Jones,tabitha71@example.org,(927)647-2533,001 Stevens Centers Suite 861,Helenfort,Missouri,United Kingdom,Platinum,2018-10-24,2026-07-04 18:27:32.791528,True
12523,Brianna,Ortiz,jesseskinner@example.org,508.569.8361,025 White Island Apt. 784,West Jacob,Tennessee,United Kingdom,Gold,2017-12-10,2026-07-04 18:27:32.791969,True
17019,Stephanie,Foster,danielmartinez@example.org,927.789.3969x082,487 Stephen Harbor Suite 522,Buckville,Maryland,United Kingdom,Gold,2017-07-07,2026-07-04 18:27:32.792407,True
17087,Daniel,Mathis,ogarcia@example.org,(812)860-8035x39233,41504 Schroeder Courts,Diazberg,Delaware,United Kingdom,Gold,2023-01-27,2026-07-04 18:27:32.792784,True
14894,Kaylee,Harris,cooperjohn@example.net,965.456.6804x65121,21457 Jessica View,Port Anna,Indiana,United Kingdom,Silver,2019-06-17,2026-07-04 18:27:32.793166,True
15353,Alicia,Hickman,kathleen91@example.net,(245)202-5326,28120 Nelson Expressway,Allisonchester,South Dakota,United Kingdom,Platinum,2022-10-20,2026-07-04 18:27:32.793504,True
16202,Laura,Quinn,acostamark@example.net,616.516.1001,457 Lisa Valley Suite 623,Huntland,Indiana,United Kingdom,Gold,2018-06-24,2026-07-04 18:27:32.793915,True
16700,Emily,Williamson,lfrancis@example.net,(661)383-4660,5510 Charles Mountains,Lake Isaacmouth,Alaska,United Kingdom,Platinum,2023-03-13,2026-07-04 18:27:32.794255,True
17511,Elizabeth,Parker,andersonjasmine@example.net,547.589.3235x9889,599 Beltran Run,Shepherdside,Montana,United Kingdom,Gold,2022-06-16,2026-07-04 18:27:32.794687,True
12755,Mallory,Campbell,uburton@example.net,(576)225-5036x5923,84372 Lisa Manor Apt. 482,Grayberg,Tennessee,United Kingdom,Bronze,2026-05-14,2026-07-04 18:27:32.795051,True
14299,Darrell,Becker,michelle45@example.com,865-944-2572x16271,554 Phillips Crest Apt. 205,West Tammy,Tennessee,United Kingdom,Bronze,2026-02-28,2026-07-04 18:27:32.795399,True
17949,Jacob,Romero,cassidykaufman@example.com,+1-444-734-3909,70896 Sandra Flat Suite 803,Smithville,North Dakota,United Kingdom,Silver,2026-03-10,2026-07-04 18:27:32.795822,True
14799,Ariana,Castro,shane65@example.net,372-714-7414x379,48196 Ross Parks,Osborntown,North Dakota,United Kingdom,Silver,2025-07-15,2026-07-04 18:27:32.796180,True
16550,Carlos,Gardner,johnstoneric@example.net,5429017026,17053 Alexandra Greens Apt. 908,Samuelton,Indiana,United Kingdom,Gold,2017-12-04,2026-07-04 18:27:32.796563,True
12980,Amy,Harrington,derek41@example.net,(294)389-2759,2811 Robert Hill,South James,Wyoming,United Kingdom,Bronze,2022-02-17,2026-07-04 18:27:32.796875,True
14425,Kelly,Ruiz,yubryan@example.net,+1-318-423-6002x48899,2832 Mercedes Camp,Port Gabriel,Kentucky,United Kingdom,Bronze,2020-09-20,2026-07-04 18:27:32.797251,True
17818,Anna,Hawkins,jbrown@example.com,(286)503-4580,8179 Schmidt Ramp,Lewisshire,Wisconsin,United Kingdom,Gold,2024-03-29,2026-07-04 18:27:32.797633,True
13623,Thomas,Hess,melindarobinson@example.org,946-794-3756x56665,598 Gene Wells,South Courtney,Indiana,United Kingdom,Bronze,2026-02-22,2026-07-04 18:27:32.798016,True
13654,Jason,Jenkins,veronica08@example.com,423-883-6680x7180,497 Donna Pines Suite 365,Port Tiffanystad,Kansas,United Kingdom,Gold,2025-01-23,2026-07-04 18:27:32.798519,True
