EmployeeID,FirstName,LastName,Email,Department,Designation,StoreID,HireDate,Salary,ManagerID,LastModifiedDate,IsActive
EMP0138,Vikas,Jain,vikas.jain138@enterpriseretail.com,Finance,Cashier,STR0014,2018-10-28,445519,EMP0131,2026-07-05 19:19:45.538915,True
EMP0139,Riya,Kulkarni,riya.kulkarni139@enterpriseretail.com,Inventory,Inventory Executive,STR0014,2022-06-03,467569,EMP0131,2026-07-05 19:19:45.538920,True
EMP0140,Nikhil,Das,nikhil.das140@enterpriseretail.com,Sales,Sales Associate,STR0014,2021-02-20,359651,EMP0131,2026-07-05 19:19:45.538925,True
EMP0141,Ananya,Khan,ananya.khan141@enterpriseretail.com,Operations,Store Manager,STR0015,2024-04-10,939898,,2026-07-05 19:19:45.538963,True
EMP0142,Harsh,Verma,harsh.verma142@enterpriseretail.com,Operations,Store Supervisor,STR0015,2018-10-23,712356,EMP0141,2026-07-05 19:19:45.538971,True
EMP0143,Riya,Kapoor,riya.kapoor143@enterpriseretail.com,Sales,Senior Sales Associate,STR0015,2023-06-10,542846,EMP0141,2026-07-05 19:19:45.538979,True
EMP0144,Priya,Kulkarni,priya.kulkarni144@enterpriseretail.com,Sales,Sales Associate,STR0015,2017-03-26,341781,EMP0141,2026-07-05 19:19:45.538984,True
EMP0145,Meera,Patel,meera.patel145@enterpriseretail.com,Sales,Sales Associate,STR0015,2021-11-09,352690,EMP0141,2026-07-05 19:19:45.538989,True
EMP0146,Sneha,Joshi,sneha.joshi146@enterpriseretail.com,Sales,Sales Associate,STR0015,2016-08-04,426827,EMP0141,2026-07-05 19:19:45.538994,True
EMP0147,Vikas,Kulkarni,vikas.kulkarni147@enterpriseretail.com,Finance,Cashier,STR0015,2018-04-22,306258,EMP0141,2026-07-05 19:19:45.538999,True
EMP0148,Vikas,Patel,vikas.patel148@enterpriseretail.com,Finance,Cashier,STR0015,2017-08-03,326828,EMP0141,2026-07-05 19:19:45.539005,True
EMP0149,Divya,Nair,divya.nair149@enterpriseretail.com,Inventory,Inventory Executive,STR0015,2023-07-09,402308,EMP0141,2026-07-05 19:19:45.539009,True
EMP0150,Vikas,Gupta,vikas.gupta150@enterpriseretail.com,Sales,Sales Associate,STR0015,2024-06-04,420562,EMP0141,2026-07-05 19:19:45.539015,True
EMP0151,Rahul,Reddy,rahul.reddy151@enterpriseretail.com,Operations,Store Manager,STR0016,2018-12-02,971868,,2026-07-05 19:19:45.539054,True
EMP0152,Sneha,Gupta,sneha.gupta152@enterpriseretail.com,Operations,Store Supervisor,STR0016,2023-06-08,562204,EMP0151,2026-07-05 19:19:45.539059,True
EMP0153,Vikas,Joshi,vikas.joshi153@enterpriseretail.com,Sales,Senior Sales Associate,STR0016,2018-10-21,465508,EMP0151,2026-07-05 19:19:45.539066,True
EMP0154,Meera,Singh,meera.singh154@enterpriseretail.com,Sales,Sales Associate,STR0016,2021-04-08,443555,EMP0151,2026-07-05 19:19:45.539071,True
EMP0155,Karan,Kulkarni,karan.kulkarni155@enterpriseretail.com,Sales,Sales Associate,STR0016,2016-07-08,352309,EMP0151,2026-07-05 19:19:45.539076,True
EMP0156,Nikhil,Verma,nikhil.verma156@enterpriseretail.com,Sales,Sales Associate,STR0016,2017-05-28,385553,EMP0151,2026-07-05 19:19:45.539081,True
EMP0157,Neha,Kulkarni,neha.kulkarni157@enterpriseretail.com,Finance,Cashier,STR0016,2019-07-27,302476,EMP0151,2026-07-05 19:19:45.539086,True
EMP0158,Rohit,Nair,rohit.nair158@enterpriseretail.com,Finance,Cashier,STR0016,2022-07-15,361656,EMP0151,2026-07-05 19:19:45.539092,True
EMP0159,Sneha,Kapoor,sneha.kapoor159@enterpriseretail.com,Inventory,Inventory Executive,STR0016,2022-03-10,526446,EMP0151,2026-07-05 19:19:45.539097,True
EMP0160,Rahul,Verma,rahul.verma160@enterpriseretail.com,Sales,Sales Associate,STR0016,2017-02-27,344667,EMP0151,2026-07-05 19:19:45.539102,True
EMP0161,Sanjay,Mehta,sanjay.mehta161@enterpriseretail.com,Operations,Store Manager,STR0017,2016-08-28,840712,,2026-07-05 19:19:45.539139,True
EMP0162,Riya,Kapoor,riya.kapoor162@enterpriseretail.com,Operations,Store Supervisor,STR0017,2017-04-15,623093,EMP0161,2026-07-05 19:19:45.539145,True
EMP0163,Neha,Kulkarni,neha.kulkarni163@enterpriseretail.com,Sales,Senior Sales Associate,STR0017,2018-11-21,456166,EMP0161,2026-07-05 19:19:45.539152,True
EMP0164,Simran,Singh,simran.singh164@enterpriseretail.com,Sales,Sales Associate,STR0017,2022-03-27,424167,EMP0161,2026-07-05 19:19:45.539157,True
EMP0165,Ananya,Sharma,ananya.sharma165@enterpriseretail.com,Sales,Sales Associate,STR0017,2022-04-13,316791,EMP0161,2026-07-05 19:19:45.539162,True
EMP0166,Simran,Das,simran.das166@enterpriseretail.com,Sales,Sales Associate,STR0017,2025-12-06,321358,EMP0161,2026-07-05 19:19:45.539167,True
